SourceFile,FileName,DateTimeOriginal,GPSLatitude,GPSLongitude,AbsoluteAltitude,GimbalPitchDegree,FlightYawDegree
./images/task-ne/DJI_20251002120343_0193_D.JPG,DJI_20251002120343_0193_D.JPG,2025:10:02 12:03:43,"8 deg 17' 34.27"" S","115 deg 27' 58.50"" E",+1035.076,-80.00,-90.20
./images/task-ne/DJI_20251002120541_0252_D.JPG,DJI_20251002120541_0252_D.JPG,2025:10:02 12:05:41,"8 deg 17' 35.79"" S","115 deg 27' 59.95"" E",+1033.376,-80.00,+149.30
./images/task-ne/DJI_20251002120755_0319_D.JPG,DJI_20251002120755_0319_D.JPG,2025:10:02 12:07:55,"8 deg 17' 38.22"" S","115 deg 28' 0.14"" E",+1065.976,-80.00,+127.60
./images/task-ne/DJI_20251002124610_0467_D.JPG,DJI_20251002124610_0467_D.JPG,2025:10:02 12:46:10,"8 deg 17' 41.82"" S","115 deg 27' 41.09"" E",+1131.082,-80.00,-89.90
./images/task-ne/DJI_20251002115723_0003_D.JPG,DJI_20251002115723_0003_D.JPG,2025:10:02 11:57:23,"8 deg 17' 26.73"" S","115 deg 27' 59.21"" E",+1042.276,-80.00,-73.90
./images/task-ne/DJI_20251002115905_0054_D.JPG,DJI_20251002115905_0054_D.JPG,2025:10:02 11:59:05,"8 deg 17' 27.98"" S","115 deg 27' 54.27"" E",+1060.876,-80.00,+89.70
./images/task-ne/DJI_20251002121017_0390_D.JPG,DJI_20251002121017_0390_D.JPG,2025:10:02 12:10:17,"8 deg 17' 41.82"" S","115 deg 27' 56.55"" E",+1086.676,-80.00,-89.50
./images/task-ne/DJI_20251002124710_0497_D.JPG,DJI_20251002124710_0497_D.JPG,2025:10:02 12:47:10,"8 deg 17' 43.08"" S","115 deg 27' 58.30"" E",+1058.982,-80.00,+89.30
./images/task-ne/DJI_20251002120745_0314_D.JPG,DJI_20251002120745_0314_D.JPG,2025:10:02 12:07:45,"8 deg 17' 38.05"" S","115 deg 27' 56.72"" E",+1068.176,-80.00,+90.00
./images/task-ne/DJI_20251002121045_0404_D.JPG,DJI_20251002121045_0404_D.JPG,2025:10:02 12:10:45,"8 deg 17' 41.82"" S","115 deg 27' 46.57"" E",+1127.276,-80.00,-89.90
./images/task-ne/DJI_20251002120601_0262_D.JPG,DJI_20251002120601_0262_D.JPG,2025:10:02 12:06:01,"8 deg 17' 36.79"" S","115 deg 27' 57.20"" E",+1043.476,-80.00,-89.80
./images/task-ne/DJI_20251002120639_0281_D.JPG,DJI_20251002120639_0281_D.JPG,2025:10:02 12:06:39,"8 deg 17' 36.79"" S","115 deg 27' 43.10"" E",+1122.276,-80.00,-89.80
./images/task-ne/DJI_20251002121019_0391_D.JPG,DJI_20251002121019_0391_D.JPG,2025:10:02 12:10:19,"8 deg 17' 41.82"" S","115 deg 27' 55.94"" E",+1089.676,-80.00,-89.80
./images/task-ne/DJI_20251002124602_0463_D.JPG,DJI_20251002124602_0463_D.JPG,2025:10:02 12:46:02,"8 deg 17' 41.82"" S","115 deg 27' 44.10"" E",+1135.582,-80.00,-89.80
./images/task-ne/DJI_20251002120747_0315_D.JPG,DJI_20251002120747_0315_D.JPG,2025:10:02 12:07:47,"8 deg 17' 38.04"" S","115 deg 27' 57.48"" E",+1068.176,-80.00,+89.80
./images/task-ne/DJI_20251002124600_0462_D.JPG,DJI_20251002124600_0462_D.JPG,2025:10:02 12:46:00,"8 deg 17' 41.82"" S","115 deg 27' 44.85"" E",+1136.782,-80.00,-89.90
./images/task-ne/DJI_20251002120549_0256_D.JPG,DJI_20251002120549_0256_D.JPG,2025:10:02 12:05:49,"8 deg 17' 36.79"" S","115 deg 27' 59.64"" E",+1051.476,-80.00,-97.40
./images/task-ne/DJI_20251002121003_0383_D.JPG,DJI_20251002121003_0383_D.JPG,2025:10:02 12:10:03,"8 deg 17' 41.50"" S","115 deg 27' 59.93"" E",+1071.076,-80.00,+179.90
./images/task-ne/DJI_20251002120257_0170_D.JPG,DJI_20251002120257_0170_D.JPG,2025:10:02 12:02:57,"8 deg 17' 33.01"" S","115 deg 27' 47.15"" E",+1079.076,-80.00,+89.90
./images/task-ne/DJI_20251002120715_0299_D.JPG,DJI_20251002120715_0299_D.JPG,2025:10:02 12:07:15,"8 deg 17' 38.04"" S","115 deg 27' 45.72"" E",+1124.976,-80.00,+89.80
./images/task-ne/DJI_20251002120553_0258_D.JPG,DJI_20251002120553_0258_D.JPG,2025:10:02 12:05:53,"8 deg 17' 36.79"" S","115 deg 27' 59.00"" E",+1049.376,-80.00,-90.30
./images/task-ne/DJI_20251002120335_0189_D.JPG,DJI_20251002120335_0189_D.JPG,2025:10:02 12:03:35,"8 deg 17' 33.62"" S","115 deg 28' 0.09"" E",+1034.776,-80.00,+177.30
./images/task-ne/DJI_20251002115929_0066_D.JPG,DJI_20251002115929_0066_D.JPG,2025:10:02 11:59:29,"8 deg 17' 29.36"" S","115 deg 27' 58.98"" E",+1045.476,-80.00,-91.00
./images/task-ne/DJI_20251002120403_0203_D.JPG,DJI_20251002120403_0203_D.JPG,2025:10:02 12:04:03,"8 deg 17' 34.27"" S","115 deg 27' 50.97"" E",+1051.276,-80.00,-89.30
./images/task-ne/DJI_20251002120319_0181_D.JPG,DJI_20251002120319_0181_D.JPG,2025:10:02 12:03:19,"8 deg 17' 33.02"" S","115 deg 27' 55.20"" E",+1045.876,-80.00,+90.00
./images/task-ne/DJI_20251002115725_0004_D.JPG,DJI_20251002115725_0004_D.JPG,2025:10:02 11:57:25,"8 deg 17' 26.73"" S","115 deg 27' 58.87"" E",+1044.276,-80.00,-90.00
./images/task-ne/DJI_20251002120425_0214_D.JPG,DJI_20251002120425_0214_D.JPG,2025:10:02 12:04:25,"8 deg 17' 34.27"" S","115 deg 27' 42.83"" E",+1097.276,-80.00,-90.00
./images/task-ne/DJI_20251002120649_0286_D.JPG,DJI_20251002120649_0286_D.JPG,2025:10:02 12:06:49,"8 deg 17' 36.91"" S","115 deg 27' 39.64"" E",+1143.176,-80.00,-114.70
./images/task-ne/DJI_20251002120749_0316_D.JPG,DJI_20251002120749_0316_D.JPG,2025:10:02 12:07:49,"8 deg 17' 38.04"" S","115 deg 27' 58.23"" E",+1068.176,-80.00,+89.80
./images/task-ne/DJI_20251002121031_0397_D.JPG,DJI_20251002121031_0397_D.JPG,2025:10:02 12:10:31,"8 deg 17' 41.82"" S","115 deg 27' 51.84"" E",+1112.176,-80.00,-90.10
./images/task-ne/DJI_20251002115943_0073_D.JPG,DJI_20251002115943_0073_D.JPG,2025:10:02 11:59:43,"8 deg 17' 29.24"" S","115 deg 27' 53.70"" E",+1065.076,-80.00,-90.20
./images/task-ne/DJI_20251002120703_0293_D.JPG,DJI_20251002120703_0293_D.JPG,2025:10:02 12:07:03,"8 deg 17' 38.04"" S","115 deg 27' 41.48"" E",+1131.376,-80.00,+89.60
./images/task-ne/DJI_20251002124558_0461_D.JPG,DJI_20251002124558_0461_D.JPG,2025:10:02 12:45:58,"8 deg 17' 41.82"" S","115 deg 27' 45.61"" E",+1137.882,-80.00,-90.00
./images/task-ne/DJI_20251002120111_0117_D.JPG,DJI_20251002120111_0117_D.JPG,2025:10:02 12:01:11,"8 deg 17' 30.50"" S","115 deg 27' 54.85"" E",+1070.976,-80.00,+90.00
./images/task-ne/DJI_20251002120113_0118_D.JPG,DJI_20251002120113_0118_D.JPG,2025:10:02 12:01:13,"8 deg 17' 30.50"" S","115 deg 27' 55.60"" E",+1069.376,-80.00,+89.80
./images/task-ne/DJI_20251002120931_0367_D.JPG,DJI_20251002120931_0367_D.JPG,2025:10:02 12:09:31,"8 deg 17' 40.56"" S","115 deg 27' 49.70"" E",+1114.476,-80.00,+90.20
./images/task-ne/DJI_20251002120013_0088_D.JPG,DJI_20251002120013_0088_D.JPG,2025:10:02 12:00:13,"8 deg 17' 29.24"" S","115 deg 27' 43.05"" E",+1127.676,-80.00,-89.90
./images/task-ne/DJI_20251002124646_0485_D.JPG,DJI_20251002124646_0485_D.JPG,2025:10:02 12:46:46,"8 deg 17' 43.08"" S","115 deg 27' 49.43"" E",+1084.082,-80.00,+89.30
./images/task-ne/DJI_20251002120301_0172_D.JPG,DJI_20251002120301_0172_D.JPG,2025:10:02 12:03:01,"8 deg 17' 33.01"" S","115 deg 27' 48.58"" E",+1064.276,-80.00,+89.90
./images/task-ne/DJI_20251002120953_0378_D.JPG,DJI_20251002120953_0378_D.JPG,2025:10:02 12:09:53,"8 deg 17' 40.56"" S","115 deg 27' 57.90"" E",+1075.176,-80.00,+89.80
./images/task-ne/DJI_20251002120951_0377_D.JPG,DJI_20251002120951_0377_D.JPG,2025:10:02 12:09:51,"8 deg 17' 40.56"" S","115 deg 27' 57.14"" E",+1078.776,-80.00,+89.90
./images/task-ne/DJI_20251002115729_0006_D.JPG,DJI_20251002115729_0006_D.JPG,2025:10:02 11:57:29,"8 deg 17' 26.72"" S","115 deg 27' 58.03"" E",+1047.976,-80.00,-90.00
./images/task-ne/DJI_20251002120159_0141_D.JPG,DJI_20251002120159_0141_D.JPG,2025:10:02 12:01:59,"8 deg 17' 31.76"" S","115 deg 27' 49.21"" E",+1092.776,-80.00,-90.00
./images/task-ne/DJI_20251002124719_0501_D.JPG,DJI_20251002124719_0501_D.JPG,2025:10:02 12:47:19,"8 deg 17' 43.08"" S","115 deg 27' 58.94"" E",+1057.282,-80.00,+90.10
./images/task-ne/DJI_20251002124618_0471_D.JPG,DJI_20251002124618_0471_D.JPG,2025:10:02 12:46:18,"8 deg 17' 42.41"" S","115 deg 27' 40.12"" E",+1131.882,-80.00,+146.10
./images/task-ne/DJI_20251002120555_0259_D.JPG,DJI_20251002120555_0259_D.JPG,2025:10:02 12:05:55,"8 deg 17' 36.79"" S","115 deg 27' 58.83"" E",+1048.876,-80.00,-90.10
./images/task-ne/DJI_20251002120417_0210_D.JPG,DJI_20251002120417_0210_D.JPG,2025:10:02 12:04:17,"8 deg 17' 34.27"" S","115 deg 27' 45.79"" E",+1080.376,-80.00,-89.90
./images/task-ne/DJI_20251002120629_0276_D.JPG,DJI_20251002120629_0276_D.JPG,2025:10:02 12:06:29,"8 deg 17' 36.79"" S","115 deg 27' 46.78"" E",+1095.976,-80.00,-90.00
./images/task-ne/DJI_20251002124616_0470_D.JPG,DJI_20251002124616_0470_D.JPG,2025:10:02 12:46:16,"8 deg 17' 42.12"" S","115 deg 27' 39.84"" E",+1130.682,-80.00,-157.30
./images/task-ne/DJI_20251002124552_0458_D.JPG,DJI_20251002124552_0458_D.JPG,2025:10:02 12:45:52,"8 deg 17' 41.82"" S","115 deg 27' 47.85"" E",+1132.582,-80.00,-89.80
./images/task-ne/DJI_20251002120245_0164_D.JPG,DJI_20251002120245_0164_D.JPG,2025:10:02 12:02:45,"8 deg 17' 33.02"" S","115 deg 27' 42.80"" E",+1109.376,-80.00,+90.10
./images/task-ne/DJI_20251002124648_0486_D.JPG,DJI_20251002124648_0486_D.JPG,2025:10:02 12:46:48,"8 deg 17' 43.08"" S","115 deg 27' 50.14"" E",+1082.082,-80.00,+89.00
./images/task-ne/DJI_20251002115731_0007_D.JPG,DJI_20251002115731_0007_D.JPG,2025:10:02 11:57:31,"8 deg 17' 26.72"" S","115 deg 27' 57.30"" E",+1051.176,-80.00,-89.70
./images/task-ne/DJI_20251002124638_0481_D.JPG,DJI_20251002124638_0481_D.JPG,2025:10:02 12:46:38,"8 deg 17' 43.08"" S","115 deg 27' 46.58"" E",+1092.082,-80.00,+90.60
./images/task-ne/DJI_20251002120347_0195_D.JPG,DJI_20251002120347_0195_D.JPG,2025:10:02 12:03:47,"8 deg 17' 34.27"" S","115 deg 27' 56.99"" E",+1043.676,-80.00,-90.00
./images/task-ne/DJI_20251002120211_0147_D.JPG,DJI_20251002120211_0147_D.JPG,2025:10:02 12:02:11,"8 deg 17' 31.76"" S","115 deg 27' 44.70"" E",+1088.576,-80.00,-89.80
./images/task-ne/DJI_20251002120033_0098_D.JPG,DJI_20251002120033_0098_D.JPG,2025:10:02 12:00:33,"8 deg 17' 30.50"" S","115 deg 27' 40.92"" E",+1133.276,-80.00,+89.90
./images/task-ne/DJI_20251002120837_0340_D.JPG,DJI_20251002120837_0340_D.JPG,2025:10:02 12:08:37,"8 deg 17' 39.30"" S","115 deg 27' 46.27"" E",+1126.976,-80.00,-89.70
./images/task-ne/DJI_20251002115809_0026_D.JPG,DJI_20251002115809_0026_D.JPG,2025:10:02 11:58:09,"8 deg 17' 26.73"" S","115 deg 27' 43.37"" E",+1132.276,-80.00,-89.60
./images/task-ne/DJI_20251002124624_0474_D.JPG,DJI_20251002124624_0474_D.JPG,2025:10:02 12:46:24,"8 deg 17' 43.33"" S","115 deg 27' 41.59"" E",+1126.682,-80.00,+90.10
./images/task-ne/DJI_20251002115823_0033_D.JPG,DJI_20251002115823_0033_D.JPG,2025:10:02 11:58:23,"8 deg 17' 27.73"" S","115 deg 27' 39.75"" E",+1109.976,-80.00,+179.00
./images/task-ne/DJI_20251002120935_0369_D.JPG,DJI_20251002120935_0369_D.JPG,2025:10:02 12:09:35,"8 deg 17' 40.56"" S","115 deg 27' 51.19"" E",+1107.176,-80.00,+89.80
./images/task-ne/DJI_20251002124534_0449_D.JPG,DJI_20251002124534_0449_D.JPG,2025:10:02 12:45:34,"8 deg 17' 41.82"" S","115 deg 27' 54.60"" E",+1109.182,-80.00,-90.10
./images/task-ne/DJI_20251002115827_0035_D.JPG,DJI_20251002115827_0035_D.JPG,2025:10:02 11:58:27,"8 deg 17' 28.16"" S","115 deg 27' 40.52"" E",+1108.276,-80.00,+93.40
./images/task-ne/DJI_20251002120609_0266_D.JPG,DJI_20251002120609_0266_D.JPG,2025:10:02 12:06:09,"8 deg 17' 36.79"" S","115 deg 27' 54.17"" E",+1044.476,-80.00,-89.90
./images/task-ne/DJI_20251002120051_0107_D.JPG,DJI_20251002120051_0107_D.JPG,2025:10:02 12:00:51,"8 deg 17' 30.50"" S","115 deg 27' 47.39"" E",+1086.676,-80.00,+90.20
./images/task-ne/DJI_20251002121105_0414_D.JPG,DJI_20251002121105_0414_D.JPG,2025:10:02 12:11:05,"8 deg 17' 42.07"" S","115 deg 27' 39.80"" E",+1121.376,-80.00,-141.30
./images/task-ne/DJI_20251002120135_0129_D.JPG,DJI_20251002120135_0129_D.JPG,2025:10:02 12:01:35,"8 deg 17' 31.75"" S","115 deg 27' 58.27"" E",+1078.976,-80.00,-90.20
./images/task-ne/DJI_20251002120255_0169_D.JPG,DJI_20251002120255_0169_D.JPG,2025:10:02 12:02:55,"8 deg 17' 33.01"" S","115 deg 27' 46.44"" E",+1085.876,-80.00,+90.00
./images/task-ne/DJI_20251002115923_0063_D.JPG,DJI_20251002115923_0063_D.JPG,2025:10:02 11:59:23,"8 deg 17' 28.56"" S","115 deg 28' 0.09"" E",+1037.076,-80.00,+159.10
./images/task-ne/DJI_20251002120939_0371_D.JPG,DJI_20251002120939_0371_D.JPG,2025:10:02 12:09:39,"8 deg 17' 40.56"" S","115 deg 27' 52.68"" E",+1100.176,-80.00,+90.50
./images/task-ne/DJI_20251002120955_0379_D.JPG,DJI_20251002120955_0379_D.JPG,2025:10:02 12:09:55,"8 deg 17' 40.56"" S","115 deg 27' 58.64"" E",+1071.476,-80.00,+89.70
./images/task-ne/DJI_20251002124548_0456_D.JPG,DJI_20251002124548_0456_D.JPG,2025:10:02 12:45:48,"8 deg 17' 41.82"" S","115 deg 27' 49.35"" E",+1128.282,-80.00,-89.50
./images/task-ne/DJI_20251002120337_0190_D.JPG,DJI_20251002120337_0190_D.JPG,2025:10:02 12:03:37,"8 deg 17' 34.17"" S","115 deg 27' 59.88"" E",+1028.776,-80.00,+178.10
./images/task-ne/DJI_20251002124530_0447_D.JPG,DJI_20251002124530_0447_D.JPG,2025:10:02 12:45:30,"8 deg 17' 41.82"" S","115 deg 27' 55.72"" E",+1100.382,-80.00,-90.10
./images/task-ne/DJI_20251002120331_0187_D.JPG,DJI_20251002120331_0187_D.JPG,2025:10:02 12:03:31,"8 deg 17' 33.02"" S","115 deg 27' 59.70"" E",+1041.676,-80.00,+89.70
./images/task-ne/DJI_20251002120247_0165_D.JPG,DJI_20251002120247_0165_D.JPG,2025:10:02 12:02:47,"8 deg 17' 33.02"" S","115 deg 27' 43.54"" E",+1106.976,-80.00,+89.60
./images/task-ne/DJI_20251002120115_0119_D.JPG,DJI_20251002120115_0119_D.JPG,2025:10:02 12:01:15,"8 deg 17' 30.50"" S","115 deg 27' 56.35"" E",+1067.776,-80.00,+89.90
./images/task-ne/DJI_20251002120727_0305_D.JPG,DJI_20251002120727_0305_D.JPG,2025:10:02 12:07:27,"8 deg 17' 38.04"" S","115 deg 27' 49.99"" E",+1077.676,-80.00,+90.20
./images/task-ne/DJI_20251002120341_0192_D.JPG,DJI_20251002120341_0192_D.JPG,2025:10:02 12:03:41,"8 deg 17' 34.27"" S","115 deg 27' 59.23"" E",+1031.576,-80.00,-90.10
./images/task-ne/DJI_20251002115743_0013_D.JPG,DJI_20251002115743_0013_D.JPG,2025:10:02 11:57:43,"8 deg 17' 26.73"" S","115 deg 27' 52.83"" E",+1054.776,-80.00,-89.50
./images/task-ne/DJI_20251002120619_0271_D.JPG,DJI_20251002120619_0271_D.JPG,2025:10:02 12:06:19,"8 deg 17' 36.79"" S","115 deg 27' 50.47"" E",+1069.176,-80.00,-90.00
./images/task-ne/DJI_20251002115921_0062_D.JPG,DJI_20251002115921_0062_D.JPG,2025:10:02 11:59:21,"8 deg 17' 28.13"" S","115 deg 28' 0.00"" E",+1029.876,-80.00,+101.40
./images/task-ne/DJI_20251002115727_0005_D.JPG,DJI_20251002115727_0005_D.JPG,2025:10:02 11:57:27,"8 deg 17' 26.73"" S","115 deg 27' 58.57"" E",+1045.276,-80.00,-90.40
./images/task-ne/DJI_20251002120625_0274_D.JPG,DJI_20251002120625_0274_D.JPG,2025:10:02 12:06:25,"8 deg 17' 36.79"" S","115 deg 27' 48.25"" E",+1085.376,-80.00,-89.80
./images/task-ne/DJI_20251002124550_0457_D.JPG,DJI_20251002124550_0457_D.JPG,2025:10:02 12:45:50,"8 deg 17' 41.82"" S","115 deg 27' 48.59"" E",+1130.382,-80.00,-90.30
./images/task-ne/DJI_20251002120921_0362_D.JPG,DJI_20251002120921_0362_D.JPG,2025:10:02 12:09:21,"8 deg 17' 40.56"" S","115 deg 27' 45.97"" E",+1132.176,-80.00,+89.30
./images/task-ne/DJI_20251002120615_0269_D.JPG,DJI_20251002120615_0269_D.JPG,2025:10:02 12:06:15,"8 deg 17' 36.79"" S","115 deg 27' 51.94"" E",+1059.176,-80.00,-89.90
./images/task-ne/DJI_20251002115839_0041_D.JPG,DJI_20251002115839_0041_D.JPG,2025:10:02 11:58:39,"8 deg 17' 27.99"" S","115 deg 27' 44.87"" E",+1131.376,-80.00,+90.70
./images/task-ne/DJI_20251002120233_0158_D.JPG,DJI_20251002120233_0158_D.JPG,2025:10:02 12:02:33,"8 deg 17' 33.04"" S","115 deg 27' 39.87"" E",+1110.176,-80.00,+170.80
./images/task-ne/DJI_20251002120517_0240_D.JPG,DJI_20251002120517_0240_D.JPG,2025:10:02 12:05:17,"8 deg 17' 35.53"" S","115 deg 27' 52.58"" E",+1046.676,-80.00,+89.80
./images/task-ne/DJI_20251002124632_0478_D.JPG,DJI_20251002124632_0478_D.JPG,2025:10:02 12:46:32,"8 deg 17' 43.08"" S","115 deg 27' 44.32"" E",+1098.682,-80.00,+90.60
./images/task-ne/DJI_20251002120851_0347_D.JPG,DJI_20251002120851_0347_D.JPG,2025:10:02 12:08:51,"8 deg 17' 39.31"" S","115 deg 27' 41.09"" E",+1124.976,-80.00,-90.00
./images/task-ne/DJI_20251002115919_0061_D.JPG,DJI_20251002115919_0061_D.JPG,2025:10:02 11:59:19,"8 deg 17' 27.99"" S","115 deg 27' 59.45"" E",+1030.976,-80.00,+91.10
./images/task-ne/DJI_20251002120929_0366_D.JPG,DJI_20251002120929_0366_D.JPG,2025:10:02 12:09:29,"8 deg 17' 40.56"" S","115 deg 27' 48.96"" E",+1118.276,-80.00,+89.50
./images/task-ne/DJI_20251002120359_0201_D.JPG,DJI_20251002120359_0201_D.JPG,2025:10:02 12:03:59,"8 deg 17' 34.27"" S","115 deg 27' 52.49"" E",+1052.376,-80.00,-89.90
./images/task-ne/DJI_20251002120305_0174_D.JPG,DJI_20251002120305_0174_D.JPG,2025:10:02 12:03:05,"8 deg 17' 33.01"" S","115 deg 27' 49.99"" E",+1051.076,-80.00,+90.10
./images/task-ne/DJI_20251002120401_0202_D.JPG,DJI_20251002120401_0202_D.JPG,2025:10:02 12:04:01,"8 deg 17' 34.27"" S","115 deg 27' 51.73"" E",+1051.776,-80.00,-89.70
./images/task-ne/DJI_20251002120123_0123_D.JPG,DJI_20251002120123_0123_D.JPG,2025:10:02 12:01:23,"8 deg 17' 30.50"" S","115 deg 27' 59.33"" E",+1061.476,-80.00,+90.30
./images/task-ne/DJI_20251002120713_0298_D.JPG,DJI_20251002120713_0298_D.JPG,2025:10:02 12:07:13,"8 deg 17' 38.04"" S","115 deg 27' 45.01"" E",+1133.376,-80.00,+89.90
./images/task-ne/DJI_20251002115805_0024_D.JPG,DJI_20251002115805_0024_D.JPG,2025:10:02 11:58:05,"8 deg 17' 26.73"" S","115 deg 27' 44.86"" E",+1130.276,-80.00,-90.20
./images/task-ne/DJI_20251002115947_0075_D.JPG,DJI_20251002115947_0075_D.JPG,2025:10:02 11:59:47,"8 deg 17' 29.24"" S","115 deg 27' 52.24"" E",+1076.976,-80.00,-90.00
./images/task-ne/DJI_20251002120059_0111_D.JPG,DJI_20251002120059_0111_D.JPG,2025:10:02 12:00:59,"8 deg 17' 30.50"" S","115 deg 27' 50.36"" E",+1080.476,-80.00,+90.40
./images/task-ne/DJI_20251002120653_0288_D.JPG,DJI_20251002120653_0288_D.JPG,2025:10:02 12:06:53,"8 deg 17' 37.67"" S","115 deg 27' 39.73"" E",+1129.576,-80.00,-179.80
./images/task-ne/DJI_20251002115757_0020_D.JPG,DJI_20251002115757_0020_D.JPG,2025:10:02 11:57:57,"8 deg 17' 26.73"" S","115 deg 27' 47.80"" E",+1101.176,-80.00,-90.10
./images/task-ne/DJI_20251002120041_0102_D.JPG,DJI_20251002120041_0102_D.JPG,2025:10:02 12:00:41,"8 deg 17' 30.50"" S","115 deg 27' 43.69"" E",+1095.876,-80.00,+89.80
./images/task-ne/DJI_20251002120303_0173_D.JPG,DJI_20251002120303_0173_D.JPG,2025:10:02 12:03:03,"8 deg 17' 33.01"" S","115 deg 27' 49.29"" E",+1056.476,-80.00,+89.70
./images/task-ne/DJI_20251002115733_0008_D.JPG,DJI_20251002115733_0008_D.JPG,2025:10:02 11:57:33,"8 deg 17' 26.73"" S","115 deg 27' 56.55"" E",+1051.176,-80.00,-89.90
./images/task-ne/DJI_20251002124536_0450_D.JPG,DJI_20251002124536_0450_D.JPG,2025:10:02 12:45:36,"8 deg 17' 41.82"" S","115 deg 27' 53.87"" E",+1115.182,-80.00,-90.40
./images/task-ne/DJI_20251002115739_0011_D.JPG,DJI_20251002115739_0011_D.JPG,2025:10:02 11:57:39,"8 deg 17' 26.73"" S","115 deg 27' 54.31"" E",+1045.676,-80.00,-90.20
./images/task-ne/DJI_20251002120253_0168_D.JPG,DJI_20251002120253_0168_D.JPG,2025:10:02 12:02:53,"8 deg 17' 33.01"" S","115 deg 27' 45.72"" E",+1093.176,-80.00,+89.30
./images/task-ne/DJI_20251002120731_0307_D.JPG,DJI_20251002120731_0307_D.JPG,2025:10:02 12:07:31,"8 deg 17' 38.04"" S","115 deg 27' 51.43"" E",+1067.876,-80.00,+89.60
./images/task-ne/DJI_20251002124538_0451_D.JPG,DJI_20251002124538_0451_D.JPG,2025:10:02 12:45:38,"8 deg 17' 41.82"" S","115 deg 27' 53.11"" E",+1117.482,-80.00,-89.70
./images/task-ne/DJI_20251002115755_0019_D.JPG,DJI_20251002115755_0019_D.JPG,2025:10:02 11:57:55,"8 deg 17' 26.72"" S","115 deg 27' 48.52"" E",+1093.676,-80.00,-89.80
./images/task-ne/DJI_20251002120241_0162_D.JPG,DJI_20251002120241_0162_D.JPG,2025:10:02 12:02:41,"8 deg 17' 33.02"" S","115 deg 27' 41.39"" E",+1114.276,-80.00,+90.50
./images/task-ne/DJI_20251002120917_0360_D.JPG,DJI_20251002120917_0360_D.JPG,2025:10:02 12:09:17,"8 deg 17' 40.56"" S","115 deg 27' 44.66"" E",+1136.376,-80.00,+89.70
./images/task-ne/DJI_20251002120153_0138_D.JPG,DJI_20251002120153_0138_D.JPG,2025:10:02 12:01:53,"8 deg 17' 31.76"" S","115 deg 27' 51.49"" E",+1095.676,-80.00,-89.90
./images/task-ne/DJI_20251002120027_0095_D.JPG,DJI_20251002120027_0095_D.JPG,2025:10:02 12:00:27,"8 deg 17' 30.37"" S","115 deg 27' 39.81"" E",+1144.276,-80.00,-179.60
./images/task-ne/DJI_20251002120909_0356_D.JPG,DJI_20251002120909_0356_D.JPG,2025:10:02 12:09:09,"8 deg 17' 40.56"" S","115 deg 27' 42.15"" E",+1103.676,-80.00,+90.40
./images/task-ne/DJI_20251002120507_0235_D.JPG,DJI_20251002120507_0235_D.JPG,2025:10:02 12:05:07,"8 deg 17' 35.53"" S","115 deg 27' 49.02"" E",+1084.676,-80.00,+89.70
